SymphonyCodePK,BPM,Rolloff,Flux,RMS,Flatness,Spectral_Complexity,Pitch,Loudness
SYM7969,80.02,1827.6641,1.4186,0.2952,0.8518,31.948,2228.8036,33.1966
SYM7970,142.09,1564.9802,1.1423,0.2889,0.2609,40.6728,1915.8245,32.3982
SYM7971,155.24,2332.2667,1.2919,0.2865,0.8126,34.9835,1645.1138,32.1582
SYM7972,90.01,2229.9882,1.268,0.1424,0.8906,24.1853,1922.4129,13.0508
SYM7973,86.87,1817.7087,1.4158,0.2762,0.9273,33.3342,2000.6007,30.1475
SYM7974,89.97,1673.6981,1.3686,0.3064,0.8918,36.2501,1685.2507,34.9008
SYM7975,88.1,2418.6915,1.3972,0.1672,0.8562,23.2541,2093.5301,16.9263
SYM7976,164.1,1671.923,1.1786,0.2473,0.22,41.434,1991.7142,26.1774
SYM7977,83.33,3122.691,1.2393,0.267,0.7881,37.8696,1628.5325,29.1955
SYM7978,89.03,1749.1378,1.5012,0.127,0.8829,14.1435,3259.6706,11.5257
SYM7979,135.97,1388.0453,1.0364,0.222,0.8421,24.3114,1799.7471,23.7644
SYM7980,129.74,908.1185,0.9547,0.241,0.9162,27.7022,1858.4895,25.8252
SYM7981,138.97,1217.4513,1.0807,0.2328,0.8832,25.3785,2171.1539,25.6569
SYM7982,83.06,1479.676,1.0539,0.2042,0.8607,21.6658,1719.277,21.484
SYM7983,142.29,919.4822,1.0446,0.191,0.9026,16.7159,1818.2323,19.6133
SYM7984,80.07,1094.6274,1.0425,0.1784,0.9328,25.0011,2179.1137,17.717
SYM7985,84.03,1479.4813,1.1079,0.236,0.8904,30.599,2160.0599,25.6363
SYM7986,129.81,994.9285,1.0895,0.2238,0.8878,19.7096,1880.1073,25.3484
SYM7987,138.97,1217.4513,1.0807,0.2328,0.8832,25.3785,2171.1539,25.6569
SYM7988,94.13,1630.5312,1.1846,0.2465,0.8857,31.7901,2501.7859,27.6432
SYM7989,128.31,1107.5435,1.1186,0.2008,0.8817,21.3963,2299.7482,21.1572
SYM7990,110.15,1314.6239,1.0708,0.1923,0.8998,24.3294,2020.9273,19.4148
SYM7991,90.05,1684.9925,1.0088,0.2138,0.9318,36.5572,1685.7053,22.0521
SYM7992,114.99,1484.0069,1.1686,0.2669,0.8793,32.0435,2509.676,29.7161
SYM7993,78.75,909.5771,1.1305,0.2802,0.9037,24.7552,2157.7808,31.8011
SYM7994,86.11,1902.9805,1.2745,0.2597,0.8417,29.2195,2647.9945,29.0174
SYM7995,85.96,1173.4929,1.1562,0.2585,0.9092,32.3522,2290.5151,28.2297
SYM7996,105.93,1476.6913,1.1276,0.1939,0.8976,29.0891,1934.8961,19.4869
SYM7997,118.31,1246.4496,0.7696,0.2009,0.9472,24.2851,1513.1956,20.5506
SYM7998,142.21,1020.7811,1.1282,0.2315,0.909,22.4197,2177.8434,24.9035
SYM7999,99.98,1962.8338,1.1688,0.2461,0.9592,36.1151,1911.7149,26.0289
SYM8000,85.08,1274.1353,1.2007,0.1323,0.9292,18.8707,2505.9038,11.6635
SYM8001,76.07,2118.1239,1.1116,0.2569,0.7974,33.4242,1522.2023,28.1282
SYM8002,146.01,729.4168,0.9927,0.2742,0.9285,23.6778,2592.5146,31.2805
SYM8003,155.77,1307.7737,1.0594,0.1862,0.9043,24.1725,1761.8095,18.6408
SYM8004,128.06,1226.6445,0.9373,0.2222,0.923,31.427,1938.0283,23.2436
SYM8005,88.01,1420.1823,1.051,0.198,0.9511,25.5807,2202.5275,20.5573
SYM8006,128.19,1260.7346,0.9712,0.1955,0.894,26.6554,1461.7821,19.962
SYM8007,125.93,965.1969,0.9865,0.1518,0.9125,17.4527,2130.4398,14.6665
SYM8008,103.6,1042.3888,1.0619,0.1795,0.9449,20.0293,2010.7013,18.0714
SYM8009,82.9,1645.6913,1.1431,0.1153,0.8898,20.9826,2537.6144,9.9798
SYM8010,87.95,1154.5912,1.2029,0.2847,0.9284,28.3425,2337.8415,32.5911
SYM8011,86.09,1351.4593,1.2113,0.2602,0.9221,25.929,2310.9298,29.1734
SYM8012,146.03,1583.0882,1.1292,0.2435,0.8643,34.491,1891.1598,26.0165
SYM8013,83.87,1191.0974,1.1112,0.1869,0.9147,23.3788,1893.6691,18.7105
SYM8014,69.98,592.3724,1.0605,0.2429,0.9502,20.5624,2386.7063,25.4936
SYM8015,153.38,1198.5446,0.9946,0.248,0.9127,30.5983,1753.1253,27.1717
SYM8016,123.93,845.1688,1.021,0.2096,0.9322,20.0177,2582.7193,22.0661
SYM8017,144.69,865.6277,0.8492,0.1744,0.9625,20.5618,1624.1142,17.2296
SYM8018,120.01,1459.6892,1.0727,0.188,0.9093,26.0415,2105.727,19.0428
SYM8019,104.83,1458.2544,0.9789,0.222,0.8987,30.3297,1999.8004,23.2529
SYM8020,85.74,2090.203,1.1702,0.1827,0.8883,36.1002,1983.5209,17.61
SYM8021,109.96,1453.444,1.1462,0.2846,0.8848,32.2015,2303.8465,32.2827
SYM8022,103.97,1464.7716,1.1529,0.0823,0.8937,10.8163,2378.5655,6.606
SYM8023,84.58,1127.3822,1.2209,0.1867,0.8585,19.2997,2124.2066,18.8215
SYM8024,117.77,1267.8984,1.2343,0.2186,0.8818,25.1006,2493.7291,23.3083
SYM8025,111.03,1951.935,1.1349,0.1346,0.8662,24.6145,2167.3267,12.3473
SYM8026,80.91,1430.1041,1.0438,0.2568,0.8928,32.7584,1770.8682,28.2367
SYM8027,110.75,589.338,0.9189,0.1132,0.9457,11.0887,1835.2115,9.5724
SYM8028,153.86,2108.2332,1.1686,0.2034,0.9338,38.1085,2209.8268,20.7929
SYM8029,80.09,1363.9214,1.2694,0.2337,0.9368,23.8179,2334.0268,24.7632
SYM8030,110.6,981.1668,0.8966,0.2204,0.9336,22.5526,1333.2169,22.3707
SYM8031,135.92,1183.0095,0.8534,0.1192,0.8652,17.4093,1738.3684,10.5247
SYM8032,128.64,1393.6677,0.9265,0.1256,0.8398,20.0042,1356.5142,10.9972
SYM8033,99.99,1024.938,1.1945,0.3266,0.9348,35.6405,2569.9655,38.2844
SYM8034,85.85,1400.38,1.1316,0.2769,0.8706,33.7975,1979.935,31.5439
SYM8035,89.44,2566.3075,1.1471,0.2265,0.8416,34.2194,2238.5266,24.4565
SYM8036,84.96,1554.3656,1.244,0.3262,0.8821,38.6878,2116.117,38.1488
SYM8037,83.84,1276.0207,1.0633,0.1583,0.9184,17.8044,1907.2639,15.1951
SYM8038,90.04,1556.7283,1.0589,0.3478,0.8541,39.4504,1692.6644,41.4531
SYM8039,110.19,1597.3312,1.1725,0.2386,0.8656,28.8694,2258.6078,26.3991
SYM8040,116.31,2454.3861,1.0458,0.2689,0.9426,49.1225,1815.5711,28.9592
SYM8041,163.97,1601.5125,1.0358,0.1845,0.8991,27.2089,1789.0551,18.4695
SYM8042,87.77,1632.716,1.1901,0.1787,0.9113,22.8918,1993.4675,17.3413
SYM8043,79.98,1113.5787,1.0836,0.2399,0.9236,24.6922,2111.4882,25.8901
SYM8044,137.14,1027.9864,1.0299,0.2444,0.9127,26.2094,2150.8445,26.81
SYM8045,135.01,1546.6876,1.1066,0.1588,0.9038,25.5597,2091.0177,15.1826
SYM8046,119.98,732.1482,1.0791,0.2136,0.8989,16.9061,2477.822,22.6031
SYM8047,90.0,1003.8156,1.0892,0.2331,0.9479,22.6062,1953.0425,24.2827
SYM8048,91.01,1725.6751,1.1717,0.189,0.8793,23.6712,2011.5504,19.4534
SYM8049,184.57,1482.7008,1.2295,0.2264,0.9095,32.46,2939.3208,24.0215
SYM8050,161.62,2087.182,1.1718,0.1923,0.9303,35.9889,2097.8792,18.9526
SYM8051,89.94,1502.7594,1.3865,0.2777,0.8782,25.2768,2402.4238,31.7007
SYM8052,120.06,2000.0882,1.0468,0.2071,0.841,30.1654,2321.4151,21.5686
SYM8053,139.95,2023.1074,1.1388,0.2503,0.9417,42.2796,2225.589,26.6289
SYM8054,139.98,1983.6325,1.1727,0.1624,0.8778,30.516,2383.4456,15.1278
SYM8055,97.02,455.9313,0.9576,0.3009,0.9548,28.741,2412.1234,33.6527
SYM8056,150.12,1261.3994,1.0314,0.2665,0.9113,36.8986,1888.3922,29.6453
SYM8057,117.9,1456.7065,0.97,0.1804,0.924,25.0052,2004.4625,18.1354
SYM8058,146.11,1445.7425,1.2372,0.2166,0.8852,21.4747,2342.5157,23.6476
SYM8059,89.45,1773.9903,1.1432,0.1622,0.9074,26.4756,2059.7563,15.7119
SYM8060,113.27,2364.5033,1.2867,0.3142,0.7329,40.3029,2684.2915,36.4087
SYM8061,120.0,1990.4604,1.0611,0.2112,0.8818,34.6191,2448.5892,22.3056
SYM8062,96.02,1968.8433,1.1422,0.2163,0.8564,32.8599,2032.1865,22.7691
SYM8063,152.7,793.5225,1.1231,0.3069,0.9203,28.9556,2122.8957,35.4756
SYM8064,87.18,536.3279,1.2073,0.2616,0.9256,20.2354,3059.1085,29.3124
SYM8065,89.99,2659.7804,1.2469,0.1592,0.8813,36.9691,2277.476,15.0077
SYM8066,161.78,1738.4957,1.1702,0.2519,0.9151,41.1997,2559.5948,27.6928
SYM8067,142.7,1711.4745,1.1675,0.1061,0.8876,14.5033,2361.1038,8.8667
SYM8068,87.86,1537.1615,1.1066,0.2514,0.8717,26.8998,2071.6506,27.7013
SYM8069,110.0,1655.3574,1.1011,0.219,0.8936,34.3683,2184.0228,22.8447
SYM8070,89.99,1283.8472,1.3835,0.2542,0.9171,29.8918,2214.5665,27.7146
SYM8071,86.01,1627.9063,1.3978,0.2646,0.94,30.2837,3172.1071,29.7409
SYM8072,110.04,1410.2167,1.0621,0.2111,0.8827,29.4067,2047.9922,22.1995
SYM8073,118.5,991.7269,1.1084,0.1329,0.9286,19.0418,2299.2551,11.924
SYM8074,81.96,1962.6732,1.3177,0.1543,0.8795,20.3293,2674.8536,15.0701
SYM8075,87.9,2301.5501,1.1075,0.2265,0.9644,44.3083,1933.6595,22.9853
SYM8076,137.7,1243.7706,1.0005,0.168,0.8458,18.418,1941.2283,16.6896
SYM8077,163.86,1200.8484,1.1878,0.2582,0.9167,26.3695,2190.7187,28.6632
SYM8078,144.78,859.8523,0.8835,0.1092,0.9308,12.279,2341.1768,9.4522
SYM8079,153.72,3159.6425,1.1159,0.1942,0.8893,47.9687,1764.9467,18.6359
SYM8080,153.17,1507.4565,1.1266,0.2021,0.904,22.3583,2486.8864,20.7477
SYM8081,88.22,1637.2103,1.2283,0.1885,0.9023,25.7562,2580.8825,19.1849
SYM8082,147.85,1025.9307,0.9979,0.234,0.9299,27.2812,2143.8003,25.0718
SYM8083,136.83,1111.9723,1.0016,0.0968,0.8806,12.2387,2589.0729,8.5561
SYM8084,163.23,1382.8705,1.3383,0.2846,0.8312,32.2197,2957.506,32.2473
SYM8085,103.6,1042.3888,1.0619,0.1795,0.9449,20.0293,2010.7013,18.0714
SYM8086,97.82,925.6743,1.0815,0.3294,0.9196,35.6685,2695.4379,38.7906
SYM8087,114.8,1908.4082,1.1233,0.2633,0.8768,39.7253,1856.5215,29.0139
SYM8088,84.91,1272.0072,1.1071,0.2303,0.9057,24.9208,2182.6997,25.0491
SYM8089,139.85,1697.1906,1.0325,0.2238,0.9222,36.8119,1898.1163,22.9038
SYM8090,132.96,1284.5924,1.0696,0.2681,0.8759,33.9297,2010.6121,30.0889
SYM8091,79.87,2271.9285,1.2028,0.1118,0.8096,22.1388,2299.4483,9.4967
SYM8092,91.84,2400.5232,1.1409,0.2226,0.3146,40.6024,1939.8081,23.1132
SYM8093,87.93,1597.2551,1.1926,0.2502,0.8725,34.5865,2347.3198,27.1956
SYM8094,89.89,3644.0416,1.146,0.2056,0.8206,39.2939,2137.9285,21.1728
SYM8095,151.07,1545.907,1.0816,0.2765,0.9014,36.8731,2032.0919,30.9939
SYM8096,152.06,1421.9661,1.2258,0.2677,0.9663,32.6629,2667.8958,29.6899
SYM8097,144.01,1915.9268,1.1331,0.2554,0.9505,35.0554,2174.1545,27.4669
SYM8098,88.97,1580.2083,1.0545,0.1419,0.8438,19.4216,1809.6836,13.1947
SYM8099,162.51,1228.0615,0.9239,0.1096,0.8287,16.8439,1387.3985,8.9613
SYM8100,150.22,2543.6806,1.2459,0.3284,0.8661,44.0669,2082.7488,38.286
SYM8101,115.94,1020.3223,1.0296,0.2896,0.9459,26.9896,2300.9526,32.7789
SYM8102,139.74,2410.389,1.352,0.2547,0.9075,38.2006,2434.4318,26.8373
SYM8103,81.96,1962.6732,1.3177,0.1543,0.8795,20.3293,2674.8536,15.0701
SYM8104,162.0,1278.2863,1.103,0.2603,0.8965,34.3019,2164.6879,28.8826
SYM8105,153.72,3159.6425,1.1159,0.1942,0.8893,47.9687,1764.9467,18.6359
SYM8106,162.28,1279.5879,1.0225,0.1735,0.888,18.839,1968.6626,16.9781
SYM8107,129.72,537.6298,0.9077,0.245,0.961,19.4794,2433.7357,25.9327
SYM8108,89.88,2111.0547,1.2395,0.1737,0.8592,27.7086,1852.1652,17.0169
SYM8109,87.85,1170.1135,1.0698,0.1607,0.9152,19.0152,2326.9082,15.2693
SYM8110,84.36,3601.6857,1.2986,0.1796,0.7335,31.2707,2516.6389,17.9472
SYM8111,147.97,997.3813,1.0949,0.323,0.8339,31.331,2319.7113,37.3713
SYM8112,139.95,2225.2905,1.1607,0.204,0.8517,30.3181,2214.3101,21.5099
SYM8113,172.27,1550.3416,1.2821,0.2357,0.9051,28.6359,2504.9239,25.6383
SYM8114,139.99,2023.0456,1.2136,0.2687,0.8516,36.8453,2130.2783,30.3675
SYM8115,93.0,1643.2744,1.2318,0.2591,0.8648,39.0653,2120.1297,28.6732
SYM8116,108.07,1059.059,1.2052,0.269,0.9125,25.4891,2331.2125,30.6622
SYM8117,84.98,1506.4577,1.1257,0.2835,0.8887,33.9587,2173.789,32.1362
SYM8118,99.98,1699.4321,1.257,0.3109,0.8459,37.7531,2403.3354,36.6378
SYM8119,94.01,2267.413,1.1872,0.3063,0.2063,45.9533,2018.2708,34.7176
SYM8120,98.24,1490.457,1.2074,0.1438,0.9095,18.8928,2210.4076,13.1057
SYM8121,129.73,1050.598,1.0213,0.1907,0.8537,13.1615,2346.8755,20.8283
SYM8122,135.05,1470.3063,1.1769,0.1947,0.8567,17.8028,2436.1141,21.0279
SYM8123,109.63,1410.2685,1.2294,0.019,0.6923,3.6587,2076.0296,0.9203
SYM8124,78.46,721.1763,1.0101,0.129,0.3306,13.6679,2162.1501,11.4957
SYM8125,93.85,1762.3991,0.7921,0.0114,0.9094,0.6682,1878.4441,0.4364
SYM8126,90.0,1382.9844,1.2389,0.183,0.9208,26.6314,2394.2361,18.2686
SYM8127,88.77,1028.4985,1.1629,0.1742,0.9173,18.1664,2311.4332,17.291
SYM8128,88.15,953.8059,1.0532,0.2648,0.9384,25.3953,2197.1255,30.5063
SYM8129,139.89,912.996,1.0596,0.1693,0.9076,16.9922,1931.8592,16.5536
SYM8130,94.0,1458.6043,1.2667,0.3123,0.8369,24.6342,2955.2199,37.9027
SYM8131,94.0,1458.6043,1.2667,0.3123,0.8369,24.6342,2955.2199,37.9027
SYM8132,85.95,1721.4762,1.1041,0.1478,0.8866,23.193,2795.1019,14.8161
SYM8133,106.975,1551.01855,1.2571,0.2297,0.88245,27.330849999999998,2241.1574499999997,24.66685
SYM8134,95.94,1337.2683,1.3716,0.2875,0.8873,33.5402,2772.524,32.9363
SYM8135,81.92,2406.9803,0.9649,0.2122,0.8035,21.5466,2021.7245,23.8194
SYM8136,112.89,818.366,0.9774,0.1738,0.9473,21.4347,2255.5433,17.1853
SYM8137,70.11,1218.9511,1.1156,0.2272,0.8898,26.0766,2318.1352,24.1971
SYM8138,100.8,1685.016,1.2353,0.2336,0.8313,26.9727,2294.1299,25.5447
SYM8139,112.92,2912.9526,1.1957,0.1997,0.2093,21.6582,2194.8775,20.6165
SYM8140,70.11,1218.9511,1.1156,0.2272,0.8898,26.0766,2318.1352,24.1971
SYM8141,89.96,1508.3222,1.1997,0.2772,0.8937,31.6966,2490.7616,31.7114
SYM8142,95.02,1246.9862,1.1635,0.1311,0.8703,12.9615,2625.0643,11.8807
SYM8143,79.07,1190.6718,1.0383,0.2109,0.9115,25.3914,2207.1366,22.3682
SYM8144,97.93,1288.883,1.0559,0.1755,0.3525,14.0883,2437.6483,19.1116
SYM8145,93.0,1214.7242,1.0938,0.1809,0.8958,17.1835,2023.4905,18.6366
SYM8146,89.96,1675.7733,1.1046,0.1649,0.688,17.7951,2162.6053,17.5615
SYM8147,97.98,1374.7383,1.2825,0.2204,0.8226,20.0414,2369.718,24.4365
SYM8148,99.88,1104.6763,1.1956,0.1545,0.8767,14.8692,2637.2338,14.8372
SYM8149,120.96,922.5467,1.2076,0.1965,0.9072,13.5768,2907.6973,20.9574
SYM8150,99.02,1253.3754,1.1486,0.1038,0.9004,16.7729,1768.211,8.6123
SYM8151,123.8,572.9417,1.2054,0.1727,0.9066,12.7987,2595.9394,17.7806
SYM8152,147.93,1168.4288,1.4553,0.2496,0.9028,24.6075,2274.5021,27.2972
SYM8153,80.04,1585.8395,1.3994,0.1643,0.8926,20.3305,2505.5338,16.2151
SYM8154,146.99,1284.0032,1.4512,0.2371,0.9198,25.2476,2462.4945,25.5875
SYM8155,151.66,1291.4352,1.2432,0.2377,0.8718,27.8525,2125.8051,26.0211
SYM8156,117.04,1961.069,1.2554,0.138,0.8766,20.1827,2234.1007,12.732
SYM8157,136.04,1526.316,1.2218,0.234,0.8475,27.2625,2152.6491,24.9527
SYM8158,151.1,1116.9031,1.3754,0.2061,0.8625,24.1713,2011.0456,21.2367
SYM8159,112.56,1236.8637,1.2059,0.2149,0.8587,22.8264,2283.6857,22.5668
SYM8160,142.16,1508.2392,1.6845,0.2442,0.812,19.4537,2429.6633,27.1377
SYM8161,129.06,1747.0357,1.4197,0.2562,0.8246,32.871,2122.0619,28.5579
SYM8162,153.75,1712.2544,1.3268,0.184,0.9023,22.2307,1929.2199,18.8496
SYM8163,111.84,2027.6031,1.359,0.2219,0.7582,24.7326,2196.1757,24.3983
SYM8164,139.91,1948.2708,1.5918,0.2963,0.8484,27.7764,2633.3572,34.8163
SYM8165,96.13,1331.1386,1.3289,0.1437,0.9221,17.5129,2530.0437,13.9218
SYM8166,95.45,1391.336,1.3881,0.2447,0.8514,29.3066,2120.9295,26.5066
SYM8167,99.97,1203.2312,1.3351,0.2375,0.8531,23.8296,2044.3591,26.0864
SYM8168,99.84,1598.2025,1.1519,0.2093,0.83,25.9108,1786.3631,22.3409
SYM8169,172.27,1972.7329,1.346,0.2016,0.8729,27.2683,2459.5477,20.9912
SYM8170,133.67,1276.2062,1.3041,0.2086,0.9043,26.9613,2341.7938,21.7923
SYM8171,107.89,1149.6965,1.1508,0.1655,0.8727,18.9278,2434.8419,16.3056
SYM8172,128.99,885.9872,1.2352,0.2582,0.9452,24.9932,2289.1274,27.9974
SYM8173,128.08,2084.7578,1.3211,0.1645,0.8575,27.8756,1880.0357,16.2082
SYM8174,153.81,2399.9523,1.2345,0.1964,0.8151,27.0395,2162.7831,20.4326
SYM8175,162.61,3782.3885,1.1247,0.1844,0.7213,35.2086,1562.3536,18.8685
SYM8176,97.98,1342.2344,1.439,0.2679,0.7734,27.659,2283.4109,30.1937
SYM8177,120.0,1565.6421,1.2737,0.248,0.8826,30.1261,2220.3972,27.4192
SYM8178,153.28,2660.7544,1.2433,0.1771,0.8044,34.3575,1649.0187,17.438
SYM8179,112.79,1502.6577,1.3348,0.1656,0.9095,23.1677,1949.5226,15.996
SYM8180,127.01,1256.7883,1.3967,0.2258,0.8509,23.8863,2083.1182,24.3977
SYM8181,123.92,1362.3463,1.2728,0.2734,0.8139,25.0096,2039.401,30.9541
SYM8182,122.14,2023.8969,1.3994,0.1745,0.7082,23.4601,1598.5142,17.8646
SYM8183,77.96,1588.6767,1.4362,0.2192,0.8396,20.0116,2705.8658,24.2947
SYM8184,130.24,1472.4262,1.5124,0.277,0.8222,23.9278,2329.6679,32.1542
SYM8185,162.19,1643.1587,1.2046,0.2491,0.8656,29.6763,2166.94,28.1714
SYM8186,125.72,1312.1279,1.1969,0.2196,0.8822,25.3474,1755.6513,23.497
SYM8187,89.13,1420.4631,1.303,0.2111,0.9054,25.851,2144.3044,22.238
SYM8188,133.78,1284.3468,1.3148,0.2379,0.7855,26.3105,1708.5127,25.996
SYM8189,89.92,1388.5575,1.1636,0.2262,0.8639,24.892,2004.1093,25.4296
SYM8190,133.0,1117.6155,1.2562,0.2119,0.888,19.4302,2786.6756,23.2467
SYM8191,114.75,1523.1199,1.4492,0.3127,0.8484,35.3819,1961.3822,36.6456
SYM8192,111.9,1366.7285,1.3218,0.2206,0.9033,25.7784,2020.6872,23.1701
SYM8193,91.36,1789.9943,1.4016,0.2702,0.8791,30.2706,2403.5052,30.0714
SYM8194,118.43,863.0012,1.2434,0.2406,0.9314,23.0101,1982.4914,26.5881
SYM8195,156.14,1806.8636,1.2869,0.2151,0.811,25.3427,1876.1873,22.9781
SYM8196,79.93,1680.9678,1.3785,0.2082,0.8668,24.5353,2385.2776,21.8569
SYM8197,124.26,2199.6493,1.3175,0.2168,0.8069,25.1662,1682.785,22.4222
SYM8198,147.91,1829.9756,1.4733,0.1984,0.8125,21.2756,2160.3286,21.1464
SYM8199,84.0,1249.0071,1.3184,0.2109,0.9011,18.6814,2270.2,22.6938
SYM8200,79.25,2119.0424,1.2838,0.2034,0.8007,27.472,1404.2877,20.794
SYM8201,142.0,2805.0048,1.2694,0.3032,0.571,40.7851,2079.614,35.7624
SYM8202,142.12,2461.9146,1.3152,0.2208,0.8465,26.9451,2438.7525,23.3154
SYM8203,104.98,994.7926,1.2826,0.2037,0.929,19.0073,2466.449,21.5372
SYM8204,135.82,1150.027,1.1803,0.2062,0.9147,23.9021,2083.8209,21.8011
SYM8205,95.09,1795.5158,1.4303,0.1879,0.7683,16.5227,2576.6691,20.5191
SYM8206,101.97,1375.026,1.2847,0.2315,0.8931,28.764,2215.3206,24.7598
SYM8207,129.74,3133.3202,1.0857,0.1771,0.7307,35.5533,1185.8605,17.3611
SYM8208,86.04,1708.7636,1.2141,0.1863,0.9118,33.4466,1595.7264,18.0045
SYM8209,130.0,1709.4829,1.3837,0.1882,0.8515,16.154,2493.6453,20.427
SYM8210,116.96,1238.1857,1.4276,0.2811,0.8536,28.099,2115.4947,32.5513
SYM8211,161.94,1671.3255,1.3807,0.2251,0.8459,24.4363,1925.5841,24.5594
SYM8212,150.07,1004.7662,1.2291,0.2453,0.9073,22.5769,2708.3423,26.3347
SYM8213,111.04,1391.657,1.3584,0.2025,0.8429,26.4923,2310.531,21.0552
SYM8214,93.7,2146.5973,1.0511,0.1769,0.8997,34.2487,1269.3885,17.2631
SYM8215,123.85,1966.9644,1.3386,0.249,0.8347,34.7577,2073.8903,26.973
SYM8216,144.79,1207.0632,1.4604,0.2436,0.8763,19.4496,2827.473,26.6792
SYM8217,143.9,2403.9441,1.1282,0.252,0.8272,42.184,1376.492,27.2206
SYM8218,99.97,901.6854,1.3255,0.2641,0.9215,23.359,2715.702,29.1248
SYM8219,93.85,2522.1493,1.3859,0.2168,0.7461,32.0579,1966.008,23.2277
SYM8220,111.0,1621.8675,1.2331,0.2823,0.8832,30.0589,2526.9333,32.1037
SYM8221,84.04,1232.3258,1.3175,0.2103,0.905,18.5784,2308.2806,22.6511
SYM8222,104.96,1732.2075,1.3752,0.2303,0.8855,29.7561,2051.6971,24.1935
SYM8223,143.99,2286.2435,1.2045,0.2127,0.8272,30.8485,2061.709,22.2652
SYM8224,123.01,1517.5383,1.3146,0.2494,0.8772,30.1032,2081.4233,27.3344
SYM8225,123.81,1242.9576,1.1145,0.2005,0.9248,19.6282,2052.8256,21.1841
SYM8226,83.91,1173.2205,1.2511,0.2203,0.9268,17.6891,2290.0473,23.4229
SYM8227,150.12,2096.0761,1.4343,0.2579,0.8195,36.5155,1679.5171,27.6682
SYM8228,150.23,2472.5664,1.1074,0.2616,0.8714,45.9265,1661.6023,28.3202
SYM8229,128.61,1106.5367,1.5542,0.331,0.8806,22.1902,3040.1657,40.262
SYM8230,141.02,1036.7715,1.5411,0.3175,0.9075,21.7854,2945.1281,37.7166
SYM8231,143.18,1680.0161,1.3235,0.2142,0.8377,23.9127,2219.5384,23.1266
SYM8232,122.96,1724.9229,1.3122,0.2008,0.8569,20.5832,2582.9284,21.6619
SYM8233,110.85,1159.7838,1.3496,0.2239,0.8995,22.2369,2520.8874,24.5532
SYM8234,135.97,1564.4917,1.2613,0.2051,0.8704,21.1478,1850.6667,21.7188
SYM8235,109.9,1680.5917,1.3706,0.2164,0.8556,24.8678,2374.0904,22.891
SYM8236,143.23,859.1803,1.3868,0.2488,0.9025,22.7786,2450.9861,27.7499
SYM8237,135.4,1604.546,1.1712,0.2272,0.9221,29.7465,2206.3264,23.9044
SYM8238,154.67,1133.049,1.4144,0.2771,0.9212,25.6218,2651.4359,31.4021
SYM8239,88.0,1950.0078,1.3454,0.2186,0.9033,26.3434,1700.4963,22.5813
SYM8240,88.14,2355.5526,1.3984,0.2122,0.7983,27.2358,1852.0577,22.293
SYM8241,114.81,1377.5592,1.4866,0.262,0.9175,24.8867,2320.7343,29.0734
SYM8242,84.95,2212.9476,1.2983,0.1786,0.8728,19.4133,2086.1324,17.5584
SYM8243,125.96,2256.1142,1.3177,0.1953,0.8139,24.0139,2681.1249,20.617
SYM8244,87.94,1076.3648,1.4531,0.3157,0.8501,25.9501,2328.5471,37.2805
SYM8245,107.0,1230.9175,1.1614,0.194,0.8664,18.6432,2193.195,20.5984
SYM8246,72.02,1756.639,1.1249,0.2291,0.9163,37.8655,2011.4858,23.9153
SYM8247,152.1,2478.1998,1.1989,0.2056,0.7022,30.8696,1864.6461,22.0379
SYM8248,126.44,1653.3949,1.4913,0.2497,0.8843,23.3729,2773.3369,28.018
SYM8249,75.31,1752.1234,1.1974,0.2497,0.8533,32.0602,2119.3132,27.6784
SYM8250,104.92,1195.392,1.2765,0.2546,0.8936,21.1251,2195.0373,28.6171
SYM8251,86.07,1830.0074,1.3579,0.1591,0.8903,26.0036,1879.9189,14.6816
SYM8252,134.97,1282.8904,1.1328,0.2068,0.9103,21.1558,1951.5562,22.3274
SYM8253,133.56,1354.3181,1.2824,0.244,0.8887,18.6727,2342.7858,27.4499
SYM8254,95.94,801.7624,1.478,0.3264,0.8883,19.327,2888.1109,38.9
SYM8255,89.92,1130.2331,1.3936,0.2943,0.8933,20.8745,2643.0284,34.6202
SYM8256,79.94,2408.188,1.2969,0.203,0.8605,30.4742,2221.8398,20.5405
SYM8257,91.42,1490.937,1.3617,0.2677,0.8808,20.6594,2506.6492,30.5941
SYM8258,97.19,2216.0633,1.5024,0.2345,0.8442,26.009,2181.9014,24.4872
SYM8259,96.44,2484.9483,1.462,0.3002,0.692,41.5356,1836.1614,33.7771
SYM8260,165.35,2430.692,1.3074,0.2655,0.8339,38.638,1791.3601,28.6782
SYM8261,88.53,2512.9636,1.3869,0.2894,0.7442,36.2452,1885.2608,32.865
SYM8262,122.23,1254.791,1.4177,0.2733,0.9274,24.865,2357.4402,31.0343
SYM8263,130.04,2377.2368,1.2855,0.2817,0.7696,37.261,1389.898,31.0834
SYM8264,107.9,2181.337,1.3071,0.2648,0.797,39.9138,1238.2377,28.7694
SYM8265,69.98,2757.6761,1.3676,0.2136,0.8488,29.0332,1790.3858,21.7156
SYM8266,140.25,1969.5092,1.3291,0.1855,0.8724,28.1835,1883.673,18.1171
SYM8267,141.01,2705.255,1.4341,0.2741,0.8331,29.3232,2063.4316,29.8382
SYM8268,136.82,1761.1143,1.2499,0.239,0.8782,31.4845,1640.2568,25.4868
SYM8269,134.05,2241.8731,1.5861,0.23,0.8439,20.7732,2879.4961,23.917
